,1,2,3,4
0,0.5724932456976289,0.5234083338700262,0.6153296116659105,0.6591130400665677
1,0.7348708239062489,1.2767004519452103,0.8542474807437722,0.6282175283584265
2,0.7954679093381442,0.7682609626018366,0.7725813830913066,0.6998408564109937
3,0.5824841901244546,0.5098358713889233,0.8590738926785794,0.43071466590454577
4,0.6919031938102341,0.765879519830528,0.33085971179803647,0.6584032910063098
5,0.940854047149949,0.735772281433696,0.4599144203413394,1.0114399911401701
6,0.7508768812556198,0.8609324188252256,0.8055741223197109,0.6133042331331414
7,0.5504003951397436,1.0168288874751614,0.8870246447570859,0.4119634703675598
8,0.859704517676117,0.44802657456088685,0.5132729738003112,1.01189630516128
9,0.7588115902136439,0.6169856021981673,0.6567182308603832,0.6534669361652727
10,0.5779046621251336,0.778381575842433,0.3767868778665148,0.8246562885187148
11,0.8280021559019106,0.7465538214970657,0.5139661812900695,0.7886937007368582
12,0.5290772557383536,0.7689835218415508,0.3274904847638958,0.9082364227156743
13,0.8790030586650645,0.6998258577143085,0.7672392333223618,0.9181479490870441
14,0.5929812304921044,0.6709837374828846,0.5618791426698331,0.7922688770578941
15,0.517154363456531,0.6803379465281554,0.6746618501011007,0.8746943140985985
16,0.7909204291933095,0.596605284225748,0.4635971016426467,0.6736730645378084
17,0.764714825296695,0.7541944529153065,0.473794578897952,0.5876237558755083
18,0.6128411266169594,0.9711332051979524,0.6646784279714287,0.6909795627469819
19,0.5927581563263596,0.8709199016406094,0.5501889653531139,0.4498433727395376
20,0.531407267565984,0.6323011050142449,0.47491971825815354,0.4361746689416634
21,0.4377742314266353,0.3734141999969143,0.9301429173008631,0.5650765084575571
22,0.725305469780815,0.5923535076802726,0.5260616878084088,0.3083059542364541
23,0.6606499093869594,0.4811869766962912,0.47297933391932434,0.32778430502648437
24,0.9058505649326342,1.2506664573851312,0.46123813796751933,0.8712402891095639
25,0.7619533768193024,0.8204505983964527,0.8410635101484455,0.568617667828246
26,0.778708876894331,0.7773184831446632,0.5718666773075736,0.7437069220723292
27,0.6985775340240031,0.6423859065450035,0.7969894600608292,0.8033068756466843
28,0.7256331846350166,0.5135971400325163,0.5120897122661837,0.7945107878893843
29,0.7222223695559437,0.763740976072185,0.42090550082349243,0.5694758701203428
30,0.6447953387944191,0.4591813237532758,0.594971273724042,0.9686161532657668
31,0.613595079255837,0.5849991598154898,0.4805343096485899,0.6295705222910137
32,1.0185422332729999,0.8919731891341809,0.4536257645498036,1.0106127811064514
33,1.060579302784902,0.7924735439755479,1.0201941693349128,0.9077668930471869
34,0.6083202160705847,0.6538787933655522,0.8789086254137862,1.1051149695458407
35,0.9187295931650186,0.5901463395178554,0.9610578190299057,1.072527304448521
36,0.7969200950723386,0.5120825391440688,0.38842032387726183,0.5232733376657295
37,0.8160849422629903,0.7916241207012651,0.5867607792619179,0.6315284188817217
38,0.9077750928189783,1.1139464021323944,1.1261133909676657,0.8238877775572917
39,0.7715875343778394,1.255361944800967,1.2686863444711207,0.823638921419489
40,0.4561744471730983,0.678725006651255,0.6278213393640321,0.5144038391884711
41,0.7188140991617226,0.802296863920783,0.6775278005189028,0.6867975466708246
42,0.652289500668936,0.5846220655742245,0.6049887384238579,1.0378961518030088
43,0.6859082900010431,0.8147112834643189,0.84205019633636,1.1248324853367373
44,0.6220307175463962,0.6768782057498917,0.5888349850634971,0.7610885274254415
45,0.5700753675169715,1.0315683920050878,0.5298394527824952,0.8713110766469923
46,1.0804620079100016,0.7761750324159858,0.6720587764742677,0.8075396985393997
47,0.9420621448491827,1.0606558054983413,0.8745139684762678,0.8216646828175314
48,0.6399686249084285,0.7078039972631842,1.3024811154815337,0.8071548001581614
49,1.019739243466202,0.8153180582947845,0.9175576413743867,1.1909170931115716
50,1.0878248028716202,0.6983747468300645,0.8760724148511093,1.0100920814052896
51,0.8059174874165159,0.7794936016517582,0.7828958966344112,1.147602994467699
52,1.0920298214001514,0.9083713024336711,1.0848458482688952,1.2060871580441994
53,0.5799090635763164,0.7322943016981935,0.9344095959269053,0.919917564084124
54,1.579490311672497,0.7786008129411646,1.084376631216943,1.1236290919162122
55,0.9852587903087905,0.5844986114971923,1.0230539559899208,1.0534599497868027
56,1.048548326779818,1.2872220555007465,1.1611970164010093,1.021400169545863
57,0.725556343846117,0.8517353249204267,1.1291103649362952,0.8515350492950121
58,1.082410338019368,0.9922723093173287,1.3779563052097135,1.233305895274118
59,1.0174877212142075,0.8219618942020035,0.924893288075397,1.3859967397394657
60,0.9393369717215884,0.9795385851420474,1.0795537787036504,1.114480689435159
61,1.3431491883901916,1.1414159423064474,1.1641932306968905,1.347266198133251
62,0.9104859587968284,1.0893625216355214,1.9726938946258805,1.0497327914978776
63,1.1316234884011753,0.9643164620806915,1.3726440451432464,1.2283948742603144
64,0.8767044040709475,1.2832650978504505,1.0665538095245435,1.0796657237041243
65,0.916092633981484,1.235192587288112,1.238037181398815,1.3318564945737408
66,0.9216025497581022,1.267117402492202,1.1851263245830272,1.1207461301703052
67,0.6680835997835838,1.206256275960183,1.2330276422126805,0.9665264297285046
68,0.9498828822585256,0.889032785105089,0.9660452969423682,1.14619015266346
69,0.5462942948230323,1.2019872914816867,0.8353616022033228,1.1067074158285513
70,0.7612867110813719,0.787208073323544,0.7121759656178208,1.1707658327775534
71,0.7956024099948559,0.7603035132063263,1.0724397671353452,1.2024165777180822
72,1.3624452190804648,0.9705181322702757,1.0390665302867703,1.1262821137848338
73,1.0097786067439167,0.6196722303596554,0.7575668997000624,0.8261425288924888
74,1.170586581278838,0.36491671904842327,0.790070493255531,0.8035656322878371
75,0.7504909647436977,0.6334532651604257,0.661542632856062,1.1601931913785455
76,0.6962771943251963,0.8308489862304219,1.0353052266136626,0.8991033248261795
77,0.4665965254087254,0.8517108394466144,1.1323526168029867,0.9218540544792102
78,0.6894381595077851,0.447829019792082,0.7413065427816562,0.7520461741716562
79,0.3924669157577797,0.9690803706862039,0.7610144646621924,0.8347544419162689
80,0.4528200513509188,0.8345766211919899,0.32026252321913556,0.7414453898068036
81,0.9808652979735767,0.7557168700291196,0.43929792413091484,0.7911454800367993
82,0.8840890934492941,0.5067902898593348,0.7809162152229627,0.7671536495901885
83,0.9591998517719801,0.49012609113531,0.3953613281512064,0.5193138447555664
84,0.7930046662827122,0.5253675225119223,0.4288561239411663,0.6224274378592618
85,0.9288511250966681,0.4808068360422356,0.4529962850302183,0.49334726799495626
86,0.9613674479919565,0.7788020601423342,0.8331957307284402,0.5505771446846002
