,0
0,0.38864221133758653
1,0.5123066148800839
2,0.6263034582930194
3,0.47679730141919163
4,0.5828501282439713
5,0.6860194962348736
6,0.5836522192833125
7,0.630835241413865
8,0.6526307680797958
9,0.6349917553883486
10,0.5888846768735273
11,0.7346164684987948
12,0.5557969585960408
13,0.7154816710731631
14,0.6111173758930613
15,0.6362616180700892
16,0.6285736072409354
17,0.6469792081088859
18,0.679811690613247
19,0.5620407030854971
20,0.6019887471784842
21,0.6445446761003771
22,0.6456661586942994
23,0.6428908501315568
24,0.7168253780926968
25,0.6667110069810318
26,0.6664737481865038
27,0.6422022079173544
28,0.6206086006253599
29,0.5390836213588915
30,0.5759774618525686
31,0.5620606928691859
32,0.7650860345185895
33,0.8120312839667425
34,0.7627328863666665
35,0.7930208848743262
36,0.6171357609249669
37,0.6992623514366466
38,0.7841620963047329
39,0.7927059860958755
40,0.7671917891578044
41,0.7280651595678795
42,0.6717307644929933
43,0.7383863785825414
44,0.7392238530371122
45,0.7869730280263744
46,0.7505187432885291
47,0.8628842990081345
48,0.7651081933200199
49,0.8402679108994154
50,0.8004991655604831
51,0.8142471736498749
52,0.9068750085073911
53,0.7445950824002889
54,0.9381934199331391
55,0.8026630717485955
56,0.9856955561827611
57,0.8189831010628809
58,0.9953850209282981
59,0.9348759564073771
60,0.8060807829257145
61,0.9600912102590488
62,0.9393212647684284
63,0.8880856318211813
64,0.9541093568014619
65,1.0202952771151017
66,0.8958067004457807
67,0.8508737546293885
68,0.8887963402330354
69,0.8650674899041209
70,0.8158386523770129
71,0.9232783476488369
72,1.0058101807619773
73,0.7762396484513535
74,0.7210777780998979
75,0.807187652111926
76,0.8316582027611398
77,0.8155639018027986
78,0.693052089948197
79,0.7727798743559867
80,0.6226365854842647
81,0.7049230161997352
82,0.7132493144393487
83,0.6631143791354368
84,0.5697180565944255
85,0.5657749321915871
86,0.820386296301638
87,0.8008367799536398
88,0.7073972821120696
89,0.7751156504310602
90,0.7146006825412043
91,0.7260017303449884
92,0.7943120716637189
93,0.7566902539210189
94,0.7119461629490069
95,0.8065540147698864
96,0.7488895685890952
97,0.8175831468933443
98,0.7445557745327581
99,0.7820188226199293
100,0.8384145135717204
101,0.9239083820901808
102,0.8270657144012886
103,0.9050018441779629
104,0.6560539357529758
105,0.7908423677073367
106,0.7776585092355259
107,0.7319124133540151
108,0.7441317158748789
109,0.8035866805346884
110,0.6137486200346349
111,0.653808242909797
112,0.7030355284248471
113,0.7695489673542985
114,0.8026865674124978
115,0.8250985865410654
116,0.9989415510333285
117,0.7756502707755403
118,0.862199140821236
119,0.8578010935580043
120,0.9177562443981268
121,0.9472486295894359
122,0.621950756433127
123,0.6618104000791519
124,0.7684305289381439
125,0.7934945256815736
126,0.7843171849677506
127,0.7402143523035214
128,0.8662402299778738
129,0.8024426740195589
130,0.8267466808814515
131,0.8042092398988129
132,0.7802660845336284
133,0.8696372578888164
134,0.7740392963217195
135,0.9075184634012796
136,0.9672456362713931
137,0.9791145352474502
138,0.7946570441967088
139,0.7566332033298291
140,0.7468218961506743
141,0.8747527249022803
142,0.9332077195006807
143,0.8907695656128158
144,0.7299129671578595
145,0.6628023531128147
146,0.8731849862074037
147,0.7322992729969375
148,0.828660545967192
149,0.9098491014757303
150,0.7302776772682551
151,0.6919532414024067
152,0.8103278906786936
153,0.7094155025982901
154,0.8904534490357955
155,0.8404542428330367
156,0.9643165563020949
157,0.8447451784215837
158,0.8209402661939306
159,0.788638625488079
160,0.778461947853988
161,0.6039080481304004
162,0.6651654601800991
163,0.7598564522931208
164,0.7760947422381878
165,0.7441872315260016
166,0.8258293724620306
167,0.7988415453602996
168,0.8191019963036171
169,0.7771093979693978
170,0.7911552089576955
171,0.7953571843073418
172,0.8889348158216529
173,0.7370015601737546
174,0.7663853084707113
175,0.733347427037737
176,0.9491506486235188
177,0.6977234856791732
178,0.7204073356679572
179,0.7800906335599856
180,0.9392197698189105
181,0.8593621568038349
182,0.6517608263419947
183,0.6405878248117408
184,0.6731364325498712
185,0.764512377597694
186,0.8031875359603903
187,0.8068979425876143
188,0.8254983577520915
189,0.712136592433309
190,0.5773776361563163
191,0.6080855295762725
192,0.7318102246198571
193,0.7186977956806178
194,0.8599685724431076
195,0.7959126674373107
196,0.9296629186949968
197,1.0215119678145084
198,0.8640017894654677
199,0.9129907155047028
200,0.8646829904912396
201,0.8965869792836394
202,0.8469150827471978
203,0.6711817927044511
204,0.8494635611588474
205,0.748972626944271
206,0.6738138531128606
207,0.7953026877497784
208,0.593924917445639
209,0.6544582904552535
210,0.6660005909793839
211,0.683347396588881
212,0.8335315562243412
213,0.799140432181012
214,0.7056921138405083
215,0.6870309191595854
216,0.8318440244840709
217,0.9727064074204816
218,0.7517338028189955
219,0.7391696003439568
220,0.7988084561501176
221,0.8409568775708688
222,0.8483291138995622
223,0.9230742739511533
224,0.8074577437432348
225,0.8422050498982178
226,0.6249728822593099
227,0.721371307192242
228,0.7477338095659829
229,0.7119507845919237
230,0.8458769414610526
231,0.8520321754421368
232,0.6874650019446035
233,0.7650184482715842
234,0.698657026122356
235,0.7180080985933105
236,0.8268457624868037
237,0.7927593817061527
238,0.8278588131945441
239,0.8129953934869043
240,0.6954633548840198
241,0.7529972299025202
242,0.8237244794428439
243,0.7699330078498332
244,1.075001976315251
245,0.9599759931683935
246,0.78299006657897
247,0.7694165543066893
248,0.7052474601787474
249,0.6739314600359985
250,0.9118296260312503
251,0.9127102205274231
252,1.0246223134319659
253,0.9011377490107956
254,0.8167660398645615
255,0.790602127804893
256,0.8834470542269841
257,0.7935563944437652
258,0.9693766402567144
259,0.9062692445791893
260,0.7945916399048928
261,0.919373187215219
262,0.9785487327617051
263,0.8721115007802861
264,0.8810066526438867
265,0.9483943299320254
266,0.8473421403374647
267,0.8361833195461928
268,0.7130382909050907
269,0.7471921982934963
270,0.8447915400642653
271,0.727155218221366
272,0.8401374519856741
273,0.7197893240701807
274,0.7349069182296453
275,0.7108702862657899
276,0.6985252870152154
277,0.730179157653157
278,0.7542916700871085
279,0.9314801455754551
280,0.9065206714228213
281,0.699921778451605
282,0.945705349569623
283,0.723805432928372
284,0.7735645279260434
285,0.8060713657200871
286,0.7630843507644626
287,0.7797427932044317
288,0.7901497287939456
289,0.750970667493914
290,0.8653349556854497
291,0.8371757876143033
292,0.953077291933172
293,1.0795711702447763
294,0.9270255669154129
295,0.8647945157631312
296,0.8530390529093924
297,0.8705316994083637
298,0.814960178841065
299,0.8332386990705962
300,0.8970760105019724
301,0.8932864538088932
302,0.8450420403411767
303,0.8208215263849864
304,0.9172080021150826
305,1.099859107443608
306,0.8290425051841599
307,0.8556619738540978
308,0.9364203758789041
309,0.7770859210090175
310,0.808195679763777
311,0.8356648799060731
312,0.8236290390591573
313,0.9017794923654365
314,0.6866489708752448
315,0.7985787646316231
316,0.8816320087275632
317,0.9511505047735676
318,0.956731592542702
319,0.8393386656185388
320,0.7683049024198442
321,0.8073049366087824
322,0.7847632393505635
323,0.8411766587345594
324,0.848773586011868
325,0.8618611329691093
326,0.8472701247820186
327,0.7922091776680124
328,0.8573053629602815
329,0.9743574792562887
330,0.9712262343230621
331,0.908545658806848
332,0.6982023744518503
333,0.8049696573713317
334,0.6605032412923262
335,0.7004126689487572
336,0.7575312818601844
337,0.9013772616734663
338,0.8641566119492992
339,0.8429021264757649
340,0.7152093861628139
341,0.6705840025495984
342,0.7308065170057952
343,0.6890974934058132
344,0.6396759230605592
345,0.6518084995919602
346,0.5220580428205922
347,0.5494330002821669
348,0.7242666514419367
349,0.6936295170882883
350,0.6473874022847587
351,0.5600979550746235
352,0.6130120959083922
353,0.7110685422494463
354,0.713893269808969
355,0.624121321284332
356,0.7323000790717284
357,0.6968882002140795
358,0.5894073398655568
359,0.6024668771103527
360,0.6110837331523762
361,0.6214406759622216
362,0.7413333398374186
363,0.6815867380392893
364,0.6845827231790073
365,0.7698673592959752
366,0.8487554554748252
367,0.8281720503763653
368,0.6344298070493491
369,0.685338307070478
370,0.726516484448638
371,0.8107894050767238
372,0.694966646256276
373,0.8523157976458454
374,0.7287434040452443
375,0.7707505447274797
376,0.6895717412213914
377,0.870651882454142
378,0.8529134223403099
379,0.9736540425946068
380,0.8893172046338926
381,1.0081448568123907
382,0.8769702286882306
383,0.9344160696751534
384,0.8354159256789367
385,0.8896335387301882
386,0.875321416417945
387,0.8828609202222638
388,0.8362005258856487
389,0.7800853708165371
390,0.8902135248644265
391,0.8554317914082856
392,0.7703802292491215
393,0.874341331458509
394,0.8689442208367476
395,0.9523579239699639
396,0.7852826887635846
397,0.8612624394365368
398,1.037869847987723
399,0.8843183161614341
400,0.655939283050593
401,0.6063528399043911
402,0.6812470816810983
403,0.6788880890452073
404,0.6438231000373271
405,0.8368513087817728
406,0.7282818957727877
407,0.816454853423867
408,0.714322038081813
409,0.7300024017497584
410,0.6477231404101225
411,0.6302341919219145
412,0.610583608009923
413,0.6358996772755852
414,0.7311324723093277
415,0.6259793161176505
416,0.7639921855893937
417,0.6884488584813224
418,0.7795098262770901
419,0.7924035834562326
420,0.8946492819748932
421,0.71801328986796
422,0.7527419015215814
423,0.7170597401190218
424,0.7261367727873296
425,0.900237969921567
426,0.7772060271146284
427,0.9662021601782164
428,0.811441608330306
429,0.8018383430280948
430,0.9065508852111959
431,0.8666558702802268
432,1.124127106203712
433,0.9994768169594835
434,0.8274766033830503
435,0.7717070147505212
436,0.8793890919259216
437,0.9428469676855017
438,0.8683566015606529
439,0.8929088774042823
440,1.0596823229683001
441,0.9767108921263757
442,0.7379984142152971
443,0.6716220596991603
444,0.8722429958758672
445,0.8646036727682299
446,0.813944432698188
447,0.7810492648013578
448,0.7483838497970658
449,0.8967208318934149
450,0.6712568022529111
451,0.8484695244249288
452,0.651302653721657
453,0.7342256536303113
454,0.7325742598645287
455,0.8060689458928152
456,0.8700895246884482
457,0.8404578112700852
458,0.6555838365775107
