FPR,TPR
1.0,1.0
1.0,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5828125,1.0
0.5822916666666667,1.0
0.5817708333333333,1.0
0.5817708333333333,1.0
0.58125,1.0
0.5802083333333333,1.0
0.5796875,1.0
0.5791666666666667,1.0
0.5791666666666667,1.0
0.5776041666666667,1.0
0.575,1.0
0.5744791666666667,1.0
0.5744791666666667,1.0
0.5739583333333333,1.0
0.5723958333333333,1.0
0.5697916666666667,1.0
0.5692708333333333,1.0
0.5677083333333334,1.0
0.565625,1.0
0.5651041666666666,1.0
0.5635416666666667,1.0
0.5614583333333333,1.0
0.559375,1.0
0.559375,1.0
0.5578125,1.0
