FPR,TPR
1.0,1.0
1.0,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5833333333333334,1.0
0.5828125,1.0
0.5828125,1.0
0.5817708333333333,1.0
0.58125,0.99875
0.5807291666666666,0.99875
0.5796875,0.99875
0.5791666666666667,0.99875
0.5786458333333333,0.99875
0.5786458333333333,0.99875
0.578125,0.99875
0.5739583333333333,0.99875
0.5734375,0.99875
0.5734375,0.99875
0.5729166666666666,0.99875
0.571875,0.9975
0.5697916666666667,0.9975
0.5692708333333333,0.9975
0.5682291666666667,0.9975
0.5666666666666667,0.9975
0.5651041666666666,0.9975
0.5640625,0.99625
0.5625,0.995
0.5609375,0.995
0.5604166666666667,0.99375
